ensembl_gene_id	GTEx_gene_id_version	Description	Adipose...Subcutaneous	Adipose...Visceral..Omentum.	Adrenal.Gland	Artery...Aorta	Artery...Coronary	Artery...Tibial	Bladder	Brain...Amygdala	Brain...Anterior.cingulate.cortex..BA24.	Brain...Caudate..basal.ganglia.	Brain...Cerebellar.Hemisphere	Brain...Cerebellum	Brain...Cortex	Brain...Frontal.Cortex..BA9.	Brain...Hippocampus	Brain...Hypothalamus	Brain...Nucleus.accumbens..basal.ganglia.	Brain...Putamen..basal.ganglia.	Brain...Spinal.cord..cervical.c.1.	Brain...Substantia.nigra	Breast...Mammary.Tissue	Cells...EBV.transformed.lymphocytes	Cells...Transformed.fibroblasts	Cervix...Ectocervix	Cervix...Endocervix	Colon...Sigmoid	Colon...Transverse	Esophagus...Gastroesophageal.Junction	Esophagus...Mucosa	Esophagus...Muscularis	Fallopian.Tube	Heart...Atrial.Appendage	Heart...Left.Ventricle	Kidney...Cortex	Liver	Lung	Minor.Salivary.Gland	Muscle...Skeletal	Nerve...Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin...Not.Sun.Exposed..Suprapubic.	Skin...Sun.Exposed..Lower.leg.	Small.Intestine...Terminal.Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole.Blood	tissue_means	sum
ENSG00000249860	ENSG00000249860.2	MTRNR2L5	0	0	0.084205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03023	0	0	0	0	0	0	0	0	0	0	0	0.00215915094339623	0.116594150943396
ENSG00000230755	ENSG00000230755.1	RP11-343J3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235803	ENSG00000235803.1	RP11-343J3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235524	ENSG00000235524.1	RP11-343J3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04907	0	0	0	0	0.000925849056603774	0.0499958490566038
ENSG00000231152	ENSG00000231152.1	MTND2P15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07087	0	0	0	0	0.00133716981132075	0.0722071698113208
ENSG00000226794	ENSG00000226794.1	MTND1P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1091	0	0	0	0	0.00205849056603774	0.111158490566038
ENSG00000230338	ENSG00000230338.1	MTND4P19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.193	0	0	0	0	0	2.208	0	0	0	0	0	0	0	0	0.1666	0.1391	1.399	0	0.5256	0	0	0	0.26	0	0.111156603773585	6.00245660377359
ENSG00000233377	ENSG00000233377.1	MTND4P20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15265	0	0	0.90515	0	4.664	0	0	0	0	0.5486	114.2	0.1237	0.1021	0	0	0	0.04836	0	0	1.07	0.741	17.91	0	9.272	0	0	0	1.184	0	2.84757660377359	153.769136603774
ENSG00000265092	ENSG00000265092.1	MIR4484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255823	ENSG00000255823.1	MTRNR2L8	2.033	1.634	4.479	1.307	1.627	1.556	2.357	9.063	6.533	7.021	3.8535	3.716	5.4185	6.268	8.192	6.665	7.317	7.479	7.039	8.5775	1.5285	3.225	1.71	1.565	1.88	1.97	2.092	2.12	1.67	2.0005	1.351	3.041	3.781	3.761	1.49	2.591	1.808	6.582	1.6195	1.403	0.71025	3.028	2.2685	2.86	3.113	2.508	2.1415	2.0975	2.121	1.7985	1.36	1.802	1.543	3.33349528301887	180.008745283019
ENSG00000256148	ENSG00000256148.1	RP11-809N8.5	2.3285	1.985	3.4425	1.593	1.892	2.512	1.272	5.3665	4.656	4.3615	2.6385	2.465	5.238	4.512	5.639	4.618	3.895	4.23	3.674	4.7135	2.261	1.6625	1.671	1.1425	1.844	2.242	3.0355	2.6375	1.825	2.486	2.355	4.633	6.237	3.551	3.115	2.471	2.079	4.143	2.189	1.492	1.132	1.224	2.23	3.128	3.068	3.192	2.0095	3.2165	1.771	2.3835	1.794	1.624	1.071	2.86693396226415	154.814433962264
ENSG00000254747	ENSG00000254747.1	RP11-664H7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255316	ENSG00000255316.1	RP11-664H7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000716981132075472	0.0387169811320755
ENSG00000254650	ENSG00000254650.1	RP11-665E10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024255	0	0	0	0	0	0	0	0	0	0	0	0	0.06784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00173764150943396	0.093832641509434
ENSG00000255022	ENSG00000255022.1	RP11-665E10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255055	ENSG00000255055.1	MTND1P35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254895	ENSG00000254895.2	RP11-37O16.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254931	ENSG00000254931.2	RP11-37O16.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00222047169811321	0.119905471698113
ENSG00000255417	ENSG00000255417.1	RP11-37O16.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255350	ENSG00000255350.1	RP11-37O16.3	0.051865	0.01583	0.021815	0.05469	0.03482	0.03617	0.03671	0.020595	0.02261	0.03098	0	0	0.020195	0.02491	0.02064	0.03338	0.02972	0.01856	0	0	0.041685	0	0.02817	0.031035	0.07946	0	0	0	0	0	0	0.04318	0.02987	0.02665	0	0	0	0.015575	0.096785	0.07815	0	0.03302	0	0.02263	0.02724	0	0	0	0	0.039165	0.05076	0.0514	0	0.0220427358490566	1.19030773584906
ENSG00000254565	ENSG00000254565.1	MTND2P26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07025	0.1172	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092445	0.08213	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00683066037735849	0.368855660377359
ENSG00000253245	ENSG00000253245.2	MTND1P36	0	0	0	0	0	0	0.06721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09786	0.09421	0	0	0	0	0	0	0	0	0	0	0	0.06973	0	0.0062077358490566	0.335217735849057
ENSG00000255149	ENSG00000255149.1	RP11-97I14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256984	ENSG00000256984.1	RP11-551L14.6	0.21515	0.08607	0	0	0	0.127	0.3327	0	0	0	0.11415	0.1677	0	0	0	0	0	0	0	0	0.1717	0	0	0.32325	0.2031	0.1416	0.2068	0.1343	0	0.118	0	0	0	0	0	0.3333	0.1074	0	1.069	0	0	0.08186	0.23865	0.1739	0.2524	0.443	0.2189	0	0.1115	0.33775	0	0.2786	0	0.112976981132075	6.10075698113208
ENSG00000229899	ENSG00000229899.1	AC084290.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258239	ENSG00000258239.1	MTND2P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000257858	ENSG00000257858.1	MTND1P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226118	ENSG00000226118.1	MTND3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232102	ENSG00000232102.1	MTCO3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230009	ENSG00000230009.1	MTCO2P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9219	0	0	0	0	0.0173943396226415	0.939294339622642
ENSG00000228597	ENSG00000228597.1	MTND4P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232447	ENSG00000232447.1	MTND5P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229622	ENSG00000229622.1	MTND5P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04051	0.00175641509433962	0.0948464150943396
ENSG00000227714	ENSG00000227714.1	MTND6P18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232373	ENSG00000232373.2	MTCYBP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00352452830188679	0.190324528301887
ENSG00000259045	ENSG00000259045.1	RP11-320M16.1	0.48435	0.3878	0.89915	0.3157	0.3422	0.5011	0.357	1.115	0.9947	0.8832	0.5295	0.6347	1.098	0.9577	1.1	0.917	0.7773	0.8702	0.6468	0.8705	0.4928	0.407	0.3697	0.1836	0.4021	0.4336	0.70395	0.5584	0.4196	0.50325	0.182	1.024	1.442	0.5546	0.6307	0.5242	0.4991	1.0255	0.4513	0.2501	0.221	0.217	0.3661	0.6726	0.6556	0.7388	0.3834	0.66105	0.3951	0.5148	0.3644	0.2817	0.1724	0.592138679245283	31.9754886792453
ENSG00000258762	ENSG00000258762.1	CTD-2320B12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258923	ENSG00000258923.2	CTD-2320B12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259012	ENSG00000259012.2	CTD-2320B12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258615	ENSG00000258615.1	RP11-725G5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260639	ENSG00000260639.1	RP11-602M11.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259688	ENSG00000259688.1	RP11-139F4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259239	ENSG00000259239.1	RP11-521C20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259593	ENSG00000259593.1	RP11-640I2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259651	ENSG00000259651.2	CTD-2330J20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1745	0	0	0	0.2591	0.0081811320754717	0.441781132075472
ENSG00000259626	ENSG00000259626.2	RP11-925D8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2451	0.00462452830188679	0.249724528301887
ENSG00000259600	ENSG00000259600.2	RP11-925D8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02645	0	0	0.05405	0.06494	0	0	0	0	0	0	0	0	0	0	0	0	0.08368	0	0	0	0.2656	0.00933433962264151	0.504054339622642
ENSG00000259379	ENSG00000259379.1	RP11-925D8.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03112	0	0	0.05843	0.0905	0	0	0	0	0	0	0	0	0	0	0.045555	0	0.08352	0	0	0	0.4427	0.0141853773584906	0.766010377358491
ENSG00000259671	ENSG00000259671.1	RP11-925D8.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06156	0.1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2896	0.00858415094339623	0.463544150943396
ENSG00000262118	ENSG00000262118.1	RP11-433P17.3	0.07712	0.08722	0.1507	0.1422	0.1716	0.1519	0.1848	0.083625	0.0921	0.1488	0.5218	0.594	0.1073	0.08124	0.07675	0.1232	0.1801	0.08451	0.1646	0.07405	0.12595	0.088155	0.1306	0.1415	0.3903	0.2394	0.09335	0.2081	0.05262	0.16695	0.4026	0.1508	0.104	0.06853	0.02924	0.1065	0.1549	0.063435	0.46245	1.737	0.1071	0.8353	0.29075	0.06096	0.07604	0.1021	0.10795	0.088695	0.6542	0.7027	0.4141	0.1983	0	0.223626226415094	12.0758162264151
ENSG00000263177	ENSG00000263177.1	RP11-433P17.2	0.073765	0.08424	0.18015	0.1762	0.1894	0.144	0.2957	0.072105	0.07355	0.1405	0.58105	0.6616	0.1046	0.09392	0.08794	0.1159	0.1645	0.075685	0.1499	0.050735	0.13505	0.09053	0.1333	0.34145	0.3809	0.2564	0.084045	0.21675	0.05033	0.1823	0.5388	0.1654	0.1219	0.08774	0	0.1206	0.1658	0.068355	0.53255	2.061	0.08876	0.922	0.3411	0.07436	0.08211	0.1245	0.11445	0.09433	0.6816	0.76495	0.535	0.2399	0	0.251164150943396	13.5628641509434
ENSG00000232196	ENSG00000232196.2	MTRNR2L4	0.10875	0.08334	0.1149	0.1592	0.157	0.1869	0.3441	0.09978	0.09278	0.1293	0.46745	0.6427	0.10915	0.1106	0.1086	0.1183	0.148	0.09522	0.1747	0.08051	0.14865	0.090905	0.1032	0.3978	0.4409	0.2316	0.10123	0.18395	0.05364	0.17075	0.08625	0.1464	0.1078	0.06215	0.0281	0.1254	0.1579	0.06927	0.49315	1.696	0.082245	0.7705	0.3345	0.1041	0.111	0.1047	0.12905	0.08609	0.6963	0.653	0.4452	0.2378	0	0.229826603773585	12.4106366037736
ENSG00000263241	ENSG00000263241.1	RP11-109M19.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09221	0	0	0	0	0.00173981132075472	0.0939498113207547
ENSG00000262107	ENSG00000262107.1	RP11-109M19.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261904	ENSG00000261904.1	RP11-109M19.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1119	0	0	0	0	0.00211132075471698	0.114011320754717
ENSG00000262322	ENSG00000262322.1	RP11-109M19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2136	0	0	0	0	0.00403018867924528	0.217630188679245
ENSG00000262259	ENSG00000262259.1	CTD-2318B16.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1455	0	0	0	0	0.00274528301886792	0.148245283018868
ENSG00000263196	ENSG00000263196.1	CTD-2318B16.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2194	0	0	0	0	0.00413962264150943	0.223539622641509
ENSG00000262158	ENSG00000262158.1	CTD-2318B16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6356	0	0	0	0	0.0119924528301887	0.647592452830189
ENSG00000262381	ENSG00000262381.1	CTD-2318B16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8235	0	0	0	0	0.0155377358490566	0.839037735849057
ENSG00000260067	ENSG00000260067.1	RP11-98C8.1	0	0	0	0	0	0	0	0	0	0	0.35235	0.3193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012672641509434	0.684322641509434
ENSG00000260161	ENSG00000260161.1	CTD-2588J6.1	0	0	0	0	0	0	0	0	0	0	0.106	0.09299	0	0	0	0	0	0	0	0	0	0	0	0	0.1065	0	0	0	0	0	0.0889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06856	0	0	0	0	0.00873490566037736	0.471684905660377
ENSG00000263045	ENSG00000263045.1	RP11-28B23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2137	0	0	0.1624	0	0.7002	0	0	0	0	0	0	0	0	0	0.438	0.3948	0	0	0	0.1521	0	0	0	0	0.0388905660377359	2.10009056603774
ENSG00000266179	ENSG00000266179.2	RP11-1113L8.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271900	ENSG00000271900.1	RP11-1113L8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227225	ENSG00000227225.1	MTND1P14	0	0	0.1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034275	0.127	0	0	0	0	0	0	0	0	0	0.06711	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1654	0	0.0632	0.04716	0	0.0122593396226415	0.662004339622641
ENSG00000242752	ENSG00000242752.3	TRNAQ41P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228725	ENSG00000228725.3	MTND2P12	0	0	0.1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037825	0.04001	0	0	0	0	0	0	0	0	0	0.05402	0	0	0	0	0.04544	0	0	0	0	0	0	0	0	0.1767	0	0.04918	0.04598	0	0.0104614150943396	0.56491641509434
ENSG00000224254	ENSG00000224254.2	AC025627.4	0	0	0.12835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049335	0	0	0	0	0	0	0	0	0	0	0.06282	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2208	0	0	0	0	0.0087038679245283	0.470008867924528
ENSG00000266529	ENSG00000266529.1	RP11-846F4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256618	ENSG00000256618.1	MTRNR2L1	0.1572	0.1481	0.2546	0.09224	0.1196	0.1436	0.08665	0.794	0.6303	0.7826	0.41315	0.3827	0.5198	0.5557	0.77	0.6779	0.8299	0.7046	0.4857	0.7283	0.1346	0.1403	0.0853	0.04979	0	0.1838	0.1708	0.1835	0.1143	0.16525	0.07061	0.3029	0.4429	0.4103	0.1525	0.1557	0.07713	0.2184	0.1224	0.08462	0.0592	0.1337	0.15755	0.1446	0.1433	0.1312	0.1074	0.17475	0.199	0.1372	0.1007	0.08869	0.1059	0.268394905660377	14.4933249056604
ENSG00000243655	ENSG00000243655.2	RP11-846F4.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264168	ENSG00000264168.1	MTND1P15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263914	ENSG00000263914.1	RP11-846F4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240103	ENSG00000240103.2	RP11-846F4.6	0	0	0	0	0	0	0	0	0	0.01079	0	0	0	0	0.009402	0.008811	0	0.01079	0	0.00932	0	0	0	0	0	0	0	0	0	0	0	0	0.01068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112816981132075	0.0609211698113208
ENSG00000263483	ENSG00000263483.1	MTATP6P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264316	ENSG00000264316.1	RP11-846F4.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000262902	ENSG00000262902.1	RP11-750B16.1	2.971	2.409	4.937	1.855	2.174	3.213	2.764	7.192	6.274	5.9115	3.372	3.776	6.5655	6.178	6.914	5.617	4.975	5.933	4.102	5.826	2.725	2.184	2.122	1.718	2.194	2.747	4.497	3.2985	2.395	3.165	2.46	6.129	8.883	4.454	4.304	2.999	2.771	5.7325	2.765	1.85	1.401	1.491	2.3305	3.619	3.826	4.598	2.8175	4.4205	2.432	2.9385	1.922	2.117	1.354	3.72866037735849	201.347660377358
ENSG00000271749	ENSG00000271749.1	RP11-269G24.7	0	0.1673	0	0	0	0	0.2113	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1409	0	0.543	0	0.2599	0	0	0	0	0	0	0	0	0	0	0.3471	0.2201	0	0.3359	0	0	0.2122	0.20145	0.2181	0.1603	0	0	0	0.5264	0	0.1705	0.2254	0	0.0743367924528302	4.01418679245283
